unit num,cycle,sens2,sens3,sens4,sens7,sens8,sens11,sens12,sens13,sens15,sens17,sens20,sens21,RUL,breakdown,start
34,95,643.0,1589.67,1405.43,553.95,2388.0,47.43,521.45,2388.09,8.437,393,38.82,23.3666,100,0,94
34,96,642.32,1591.4,1408.72,553.36,2388.05,47.43,521.81,2388.04,8.4093,394,38.79,23.3088,99,0,95
34,97,642.39,1589.47,1412.55,553.68,2388.03,47.43,521.37,2388.08,8.4534,393,38.92,23.2416,98,0,96
34,98,642.56,1591.0,1408.27,553.66,2388.1,47.42,521.09,2388.08,8.4414,394,38.71,23.2201,97,0,97
34,99,642.43,1587.86,1404.24,553.28,2388.11,47.42,522.19,2388.07,8.4527,392,38.93,23.3279,96,0,98
34,100,643.23,1588.09,1410.34,553.75,2388.02,47.6,522.0,2388.06,8.47,393,38.68,23.3118,95,0,99
34,101,642.4,1590.5,1415.84,552.62,2388.06,47.5,521.29,2388.12,8.4784,394,38.93,23.3211,94,0,100
34,102,643.24,1595.19,1401.75,553.1,2388.05,47.74,521.37,2388.06,8.4333,392,38.8,23.3329,93,0,101
34,103,642.88,1588.28,1406.05,553.76,2388.05,47.49,521.19,2388.09,8.4568,392,38.98,23.2256,92,0,102
34,104,642.63,1587.95,1411.39,552.92,2388.08,47.63,521.38,2388.09,8.422,393,38.74,23.2705,91,0,103
34,105,642.86,1592.18,1413.81,553.22,2388.08,47.62,521.39,2388.09,8.4337,393,38.68,23.2611,90,0,104
34,106,643.05,1595.62,1408.83,553.27,2388.07,47.5,520.84,2388.11,8.4548,392,38.82,23.341,89,0,105
34,107,642.75,1594.66,1411.37,553.69,2388.1,47.6,521.33,2388.11,8.41,392,38.83,23.1518,88,0,106
34,108,642.71,1590.01,1401.82,553.24,2388.12,47.44,521.53,2388.15,8.4084,394,38.7,23.2632,87,0,107
34,109,642.47,1587.34,1402.53,553.19,2388.11,47.53,521.7,2388.06,8.4547,393,38.82,23.1446,86,0,108
34,110,642.92,1595.45,1403.2,552.9,2388.06,47.46,521.25,2388.06,8.4324,393,38.88,23.2356,85,0,109
34,111,642.67,1594.25,1406.57,552.62,2388.1,47.51,521.46,2388.1,8.47,393,38.96,23.1901,84,0,110
34,112,642.2,1591.06,1410.34,553.65,2388.13,47.64,521.86,2388.07,8.4176,393,38.92,23.2321,83,0,111
34,113,642.5,1586.36,1414.49,553.21,2388.03,47.62,521.13,2388.1,8.4723,394,38.7,23.3738,82,0,112
34,114,642.58,1594.94,1411.57,553.45,2388.1,47.57,521.21,2388.02,8.4354,392,38.66,23.3156,81,0,113
34,115,642.17,1588.34,1411.36,553.72,2388.12,47.4,521.74,2388.06,8.4453,394,38.73,23.3623,80,0,114
34,116,642.77,1589.0,1404.91,553.69,2388.07,47.48,521.52,2388.11,8.4516,394,38.92,23.2053,79,0,115
34,117,642.89,1587.05,1407.67,554.07,2388.03,47.49,521.19,2388.07,8.4173,393,38.71,23.2901,78,0,116
34,118,642.34,1587.17,1413.98,553.25,2388.1,47.4,521.03,2388.04,8.4525,392,38.82,23.331,77,0,117
34,119,642.8,1589.61,1406.24,553.78,2388.07,47.54,521.15,2388.09,8.4605,394,38.63,23.2639,76,0,118
34,120,642.9,1588.23,1411.91,553.78,2388.09,47.53,521.09,2388.08,8.4694,394,38.76,23.2153,75,0,119
34,121,642.94,1594.26,1404.87,553.55,2388.12,47.51,521.33,2388.15,8.4411,395,38.98,23.3351,74,0,120
34,122,643.33,1590.47,1405.9,553.41,2388.14,47.64,521.26,2388.06,8.4579,394,38.94,23.2889,73,0,121
34,123,642.86,1593.34,1404.13,553.83,2388.11,47.55,521.49,2388.11,8.4807,394,38.62,23.1041,72,0,122
34,124,642.59,1599.05,1407.12,552.65,2388.16,47.48,521.27,2388.12,8.4463,393,38.88,23.3437,71,0,123
34,125,642.6,1586.42,1415.65,552.38,2388.07,47.56,521.3,2388.06,8.4469,393,38.91,23.1779,70,0,124
34,126,642.5,1595.22,1407.99,553.7,2388.04,47.48,521.06,2388.03,8.454,395,38.9,23.3216,69,0,125
34,127,642.24,1595.09,1410.51,552.94,2388.07,47.53,521.3,2388.11,8.4298,392,38.83,23.2812,68,0,126
34,128,642.85,1597.51,1414.31,552.44,2388.08,47.73,521.36,2388.12,8.4636,393,38.79,23.2286,67,0,127
34,129,642.57,1587.44,1416.4,553.63,2388.11,47.6,521.13,2388.09,8.4601,392,38.75,23.2974,66,0,128
34,130,643.1,1589.41,1413.81,553.03,2388.14,47.48,521.37,2388.11,8.4386,394,39.16,23.2703,65,0,129
34,131,642.88,1591.29,1410.87,553.38,2388.07,47.46,521.59,2388.09,8.4702,393,38.63,23.1323,64,0,130
34,132,642.52,1598.77,1413.76,552.39,2388.08,47.53,521.33,2388.11,8.461,395,38.78,23.315,63,0,131
34,133,642.39,1595.6,1416.64,553.05,2388.1,47.72,520.97,2388.1,8.462,395,38.84,23.2767,62,0,132
34,134,643.16,1593.07,1415.95,553.47,2388.08,47.56,520.54,2388.09,8.4564,393,38.78,23.2685,61,0,133
34,135,642.74,1592.84,1409.06,552.57,2388.1,47.56,520.95,2388.09,8.4526,394,38.98,23.276,60,0,134
34,136,642.56,1594.72,1412.12,552.9,2388.09,47.65,521.45,2388.08,8.4578,396,38.6,23.3061,59,0,135
34,137,642.59,1590.82,1406.06,553.19,2388.11,47.37,520.84,2388.1,8.4572,394,38.75,23.2107,58,0,136
34,138,643.0,1595.74,1406.22,553.19,2388.08,47.63,521.14,2388.1,8.4546,393,38.8,23.2919,57,0,137
34,139,642.77,1598.47,1411.32,552.86,2388.11,47.67,520.57,2388.05,8.4703,393,38.71,23.3597,56,0,138
34,140,643.63,1585.91,1409.45,552.67,2388.13,47.74,521.8,2388.05,8.4572,395,38.67,23.394,55,0,139
34,141,643.11,1588.95,1413.42,552.93,2388.08,47.59,521.52,2388.08,8.4221,391,38.81,23.156,54,0,140
34,142,642.51,1590.73,1409.63,552.35,2388.13,47.6,520.95,2388.07,8.4967,392,38.75,23.2984,53,0,141
34,143,643.29,1593.02,1410.48,552.96,2388.1,47.58,521.1,2388.11,8.45,394,38.78,23.1907,52,0,142
34,144,643.15,1599.2,1417.97,553.54,2388.11,47.77,521.16,2388.13,8.4597,392,38.77,23.1555,51,0,143
34,145,642.76,1584.96,1405.74,553.18,2388.08,47.6,520.92,2388.05,8.4781,394,38.7,23.2894,50,0,144
34,146,642.94,1593.96,1406.33,552.75,2388.09,47.57,521.56,2388.09,8.4674,395,38.82,23.289,49,0,145
34,147,642.73,1595.25,1422.99,553.16,2388.11,47.55,520.93,2388.08,8.4756,394,38.74,23.3026,48,0,146
34,148,642.86,1601.14,1416.22,552.95,2388.09,47.64,520.84,2388.14,8.4616,395,38.66,23.2557,47,0,147
34,149,642.7,1593.19,1408.42,553.04,2388.11,47.64,520.97,2388.15,8.4575,393,38.8,23.221,46,0,148
34,150,643.46,1589.54,1410.75,552.93,2388.03,47.74,521.12,2388.09,8.4526,394,38.56,23.1587,45,0,149
34,151,642.85,1586.99,1411.99,552.43,2388.07,47.62,520.64,2388.04,8.4697,395,38.84,23.1504,44,0,150
34,152,642.86,1592.46,1414.93,552.76,2388.11,47.66,521.05,2388.11,8.4722,394,38.7,23.2403,43,0,151
34,153,643.07,1600.12,1412.27,552.29,2388.11,47.53,520.64,2388.05,8.4303,394,38.74,23.2021,42,0,152
34,154,642.8,1590.54,1417.1,552.43,2388.16,47.69,520.4,2388.1,8.4657,394,38.7,23.1475,41,0,153
34,155,642.99,1591.27,1414.88,553.4,2388.1,47.52,521.05,2388.07,8.495,395,38.66,23.1985,40,0,154
34,156,642.93,1587.54,1413.29,552.81,2388.09,47.76,521.35,2388.11,8.4224,394,38.65,23.1507,39,0,155
34,157,643.02,1593.0,1419.02,553.73,2388.13,47.7,521.17,2388.11,8.4719,392,38.71,23.2835,38,0,156
34,158,643.44,1584.73,1417.52,552.59,2388.11,47.72,521.08,2388.1,8.4911,394,38.48,23.1967,37,0,157
34,159,643.33,1593.69,1414.27,552.82,2388.09,47.97,520.72,2388.16,8.5069,395,38.75,23.1277,36,0,158
34,160,642.86,1594.78,1417.02,551.97,2388.11,47.7,521.43,2388.15,8.4933,393,38.56,23.1401,35,0,159
34,161,642.86,1590.89,1410.38,552.9,2388.11,47.65,521.58,2388.1,8.4643,396,38.73,23.2084,34,0,160
34,162,643.14,1592.95,1409.5,552.91,2388.08,47.85,520.53,2388.12,8.4669,393,38.69,23.1557,33,0,161
34,163,643.4,1590.3,1421.17,552.48,2388.08,47.61,520.58,2388.1,8.4696,393,38.82,23.2383,32,0,162
34,164,643.17,1610.14,1419.84,552.52,2388.09,47.66,521.01,2388.08,8.4818,394,38.74,23.2412,31,0,163
34,165,643.26,1592.59,1418.39,552.21,2388.12,47.99,520.68,2388.1,8.5121,396,38.88,23.2412,30,0,164
34,166,642.79,1599.95,1417.31,553.02,2388.12,47.83,520.62,2388.11,8.485,394,38.74,23.2144,29,0,165
34,167,642.92,1595.61,1415.52,552.31,2388.1,47.55,520.58,2388.08,8.4967,394,38.58,23.135,28,0,166
34,168,643.02,1598.32,1420.72,552.36,2388.08,47.72,520.85,2388.09,8.4695,395,38.79,23.204,27,0,167
34,169,643.19,1593.26,1418.78,552.58,2388.12,47.81,520.28,2388.11,8.477,396,38.74,23.2687,26,0,168
34,170,643.22,1599.85,1421.7,552.28,2388.14,47.73,520.31,2388.17,8.4975,394,38.73,23.2821,25,0,169
34,171,642.56,1590.82,1415.32,552.25,2388.14,47.78,520.85,2388.07,8.4795,394,38.65,23.2086,24,0,170
34,172,643.1,1601.06,1422.56,551.85,2388.14,47.87,521.21,2388.14,8.4519,394,38.65,23.0896,23,0,171
34,173,643.58,1602.55,1419.57,552.66,2388.08,47.83,521.15,2388.12,8.486,395,38.58,23.1,22,0,172
34,174,643.42,1601.32,1419.74,552.66,2388.1,47.81,520.59,2388.11,8.4736,396,38.58,23.2538,21,0,173
34,175,642.77,1601.29,1418.78,552.13,2388.13,47.77,520.87,2388.11,8.4565,396,38.63,23.0932,20,0,174
34,176,643.41,1599.66,1415.32,552.92,2388.1,47.84,521.03,2388.17,8.5046,395,38.67,23.2376,19,0,175
34,177,643.22,1591.4,1417.64,552.44,2388.16,47.86,520.91,2388.11,8.521,396,38.58,23.21,18,0,176
34,178,643.45,1604.03,1421.08,552.63,2388.13,47.88,520.41,2388.09,8.4976,395,38.62,23.081,17,0,177
34,179,643.48,1597.72,1419.03,552.24,2388.17,47.89,520.66,2388.13,8.4974,396,38.68,23.1899,16,0,178
34,180,643.21,1596.12,1418.7,552.58,2388.15,47.72,520.7,2388.12,8.4777,395,38.42,23.1092,15,0,179
34,181,643.18,1600.96,1412.98,552.15,2388.11,47.76,520.67,2388.13,8.4759,397,38.71,23.0938,14,0,180
34,182,643.36,1599.16,1418.46,552.31,2388.13,47.97,520.39,2388.16,8.4928,396,38.55,23.0697,13,0,181
34,183,643.52,1604.74,1421.05,552.19,2388.19,47.92,520.44,2388.16,8.4883,397,38.52,23.1732,12,0,182
34,184,643.06,1593.95,1424.35,551.84,2388.17,48.02,520.53,2388.16,8.5054,396,38.57,23.2029,11,0,183
34,185,643.25,1601.11,1427.22,551.67,2388.13,47.88,520.46,2388.15,8.5127,396,38.51,23.0462,10,0,184
34,186,643.75,1598.98,1422.41,552.3,2388.18,48.35,520.62,2388.17,8.5046,396,38.45,23.0505,9,0,185
34,187,643.91,1599.92,1425.4,552.49,2388.12,47.98,519.85,2388.17,8.5215,396,38.43,23.1659,8,0,186
34,188,643.63,1597.71,1425.85,552.34,2388.14,48.06,520.11,2388.19,8.4984,396,38.43,23.0691,7,0,187
34,189,643.93,1599.6,1425.76,552.06,2388.12,48.13,520.39,2388.12,8.4878,396,38.39,23.1228,6,0,188
34,190,643.29,1607.37,1425.41,551.59,2388.15,48.01,519.79,2388.23,8.4646,395,38.48,23.0289,5,0,189
34,191,643.83,1601.08,1431.68,552.2,2388.14,48.11,520.47,2388.13,8.5044,397,38.37,23.0613,4,0,190
34,192,643.53,1602.3,1428.02,552.04,2388.14,48.07,519.49,2388.16,8.5151,397,38.38,22.9959,3,0,191
34,193,643.61,1602.13,1424.76,551.73,2388.19,48.09,520.24,2388.15,8.4963,396,38.41,23.0797,2,0,192
34,194,643.44,1601.27,1426.19,551.45,2388.18,48.08,520.41,2388.12,8.5213,396,38.36,23.0603,1,0,193
34,195,643.94,1597.74,1434.09,551.46,2388.17,48.33,520.01,2388.14,8.5014,397,38.36,22.9984,0,1,194
35,1,642.25,1589.5,1401.87,553.94,2388.06,47.45,521.22,2388.05,8.4282,392,38.83,23.3682,180,0,0
35,2,642.49,1589.83,1406.99,553.99,2388.05,47.33,521.51,2388.06,8.4087,393,38.77,23.3206,179,0,1
35,3,642.53,1589.32,1400.83,553.5,2388.05,47.37,521.3,2388.07,8.3998,393,38.94,23.2977,178,0,2
35,4,642.2,1588.27,1399.64,554.54,2388.09,47.18,522.4,2388.06,8.4467,393,39.08,23.3072,177,0,3
35,5,642.23,1583.66,1400.4,554.62,2388.06,47.34,521.46,2388.05,8.376,393,38.97,23.4655,176,0,4
35,6,642.01,1587.18,1401.92,554.19,2388.05,47.39,521.64,2388.07,8.406,393,38.88,23.315,175,0,5
35,7,642.4,1589.78,1408.96,553.81,2388.04,47.35,521.85,2388.07,8.4104,392,38.91,23.3393,174,0,6
35,8,642.84,1587.55,1416.7,553.94,2388.06,47.21,521.78,2388.05,8.4298,394,38.98,23.3395,173,0,7
35,9,642.43,1587.82,1406.31,553.0,2388.04,47.41,521.42,2388.13,8.415,394,38.87,23.3598,172,0,8
35,10,642.36,1580.89,1406.41,554.3,2388.04,47.46,522.08,2388.06,8.4281,391,39.02,23.4417,171,0,9
35,11,642.15,1588.7,1404.76,554.36,2388.04,47.33,522.3,2388.03,8.4159,393,38.95,23.4215,170,0,10
35,12,642.27,1592.84,1400.14,554.21,2388.02,47.32,522.02,2388.07,8.4659,391,39.03,23.4061,169,0,11
35,13,642.45,1590.13,1402.35,553.97,2388.08,47.27,521.76,2388.0,8.4274,391,38.77,23.3665,168,0,12
35,14,642.86,1585.07,1400.46,554.13,2388.07,47.41,521.53,2388.01,8.3957,392,39.02,23.3227,167,0,13
35,15,642.65,1585.83,1407.15,554.13,2388.05,47.24,520.94,2388.05,8.3967,392,38.91,23.3144,166,0,14
35,16,642.12,1585.54,1396.67,553.85,2388.08,47.59,521.86,2388.08,8.3955,392,38.92,23.409,165,0,15
35,17,642.31,1587.72,1399.77,554.21,2388.07,47.23,521.87,2388.05,8.4246,392,38.77,23.4234,164,0,16
35,18,642.41,1579.41,1403.72,553.93,2388.05,47.51,521.95,2388.06,8.3914,392,39.0,23.2559,163,0,17
35,19,642.23,1588.51,1407.22,553.91,2388.06,47.25,521.38,2388.04,8.4101,393,38.95,23.4109,162,0,18
35,20,643.07,1592.18,1409.41,553.7,2388.05,47.28,521.4,2388.07,8.4165,393,39.19,23.3626,161,0,19
35,21,642.46,1584.32,1409.2,553.92,2388.09,47.42,522.4,2388.0,8.398,391,38.85,23.3323,160,0,20
35,22,642.02,1587.78,1403.48,554.15,2388.03,47.53,522.23,2388.05,8.4275,391,38.95,23.3704,159,0,21
35,23,642.74,1586.29,1407.88,553.54,2388.02,47.31,521.82,2388.09,8.4283,393,38.77,23.3239,158,0,22
35,24,641.87,1589.7,1400.9,553.75,2388.03,47.51,522.11,2388.04,8.4089,392,39.03,23.4284,157,0,23
35,25,642.05,1590.48,1410.74,553.88,2388.11,47.57,521.94,2388.08,8.4171,392,38.89,23.355,156,0,24
35,26,643.02,1586.54,1399.08,554.2,2388.08,47.32,522.1,2388.04,8.4336,393,38.85,23.2809,155,0,25
35,27,642.84,1580.38,1402.64,554.09,2388.05,47.37,521.27,2388.02,8.4223,392,38.91,23.4519,154,0,26
35,28,643.01,1588.44,1404.87,554.33,2388.09,47.34,521.42,2388.03,8.4358,393,38.83,23.3231,153,0,27
35,29,642.35,1586.64,1405.61,554.01,2388.1,47.48,521.47,2388.05,8.4392,392,38.82,23.3867,152,0,28
35,30,642.6,1586.51,1396.77,554.15,2388.03,47.43,521.74,2388.07,8.4152,392,38.93,23.3005,151,0,29
35,31,642.52,1590.76,1402.33,554.6,2388.08,47.5,521.89,2388.08,8.4084,394,38.94,23.3222,150,0,30
35,32,642.69,1596.28,1400.43,553.44,2388.03,47.37,521.84,2388.1,8.4338,393,38.92,23.2817,149,0,31
35,33,642.33,1586.07,1408.38,553.96,2388.1,47.35,521.85,2388.04,8.4258,391,38.69,23.3466,148,0,32
35,34,642.28,1590.47,1405.59,554.27,2388.07,47.36,522.02,2388.06,8.4215,391,39.01,23.3414,147,0,33
35,35,642.58,1586.61,1402.57,554.44,2388.03,47.25,521.61,2388.09,8.4218,392,38.87,23.2547,146,0,34
35,36,642.86,1580.39,1405.98,554.16,2388.07,47.38,521.6,2388.04,8.4057,392,38.89,23.3219,145,0,35
35,37,642.59,1591.21,1402.95,554.39,2388.04,47.37,521.57,2388.09,8.4173,393,39.15,23.3206,144,0,36
35,38,641.93,1592.56,1396.15,554.3,2388.05,47.21,521.7,2388.08,8.4235,393,39.06,23.3351,143,0,37
35,39,642.73,1581.18,1401.27,553.99,2388.02,47.33,521.5,2388.12,8.4327,392,39.06,23.3584,142,0,38
35,40,641.62,1592.06,1399.35,554.6,2388.07,47.37,521.64,2388.04,8.4182,395,39.12,23.3576,141,0,39
35,41,642.63,1582.33,1406.82,553.05,2388.07,47.33,521.92,2388.07,8.4059,392,38.9,23.226,140,0,40
35,42,643.01,1588.39,1403.91,553.33,2388.09,47.64,521.47,2388.07,8.4058,391,38.91,23.3218,139,0,41
35,43,642.4,1590.54,1398.85,554.12,2388.09,47.36,521.83,2388.04,8.4211,393,38.89,23.3196,138,0,42
35,44,642.67,1588.97,1397.97,552.55,2388.11,47.58,521.61,2388.1,8.4454,395,38.78,23.3451,137,0,43
35,45,642.68,1592.77,1399.74,553.87,2388.04,47.46,521.56,2388.07,8.4138,392,38.9,23.41,136,0,44
35,46,642.3,1591.91,1403.67,553.82,2388.04,47.46,521.56,2388.09,8.4125,393,38.99,23.3152,135,0,45
35,47,643.04,1597.01,1406.95,553.97,2388.05,47.45,522.03,2388.08,8.4127,394,39.24,23.3204,134,0,46
35,48,642.63,1579.64,1409.17,553.86,2388.04,47.6,521.94,2388.04,8.4168,393,38.98,23.3039,133,0,47
35,49,642.3,1589.31,1402.99,554.16,2388.0,47.25,521.35,2388.06,8.4088,392,38.76,23.3652,132,0,48
35,50,642.45,1582.3,1399.43,553.2,2388.09,47.28,522.28,2388.05,8.4465,393,39.0,23.3485,131,0,49
35,51,642.14,1582.8,1406.39,553.67,2388.05,47.3,521.66,2388.1,8.4065,392,38.85,23.2969,130,0,50
35,52,642.26,1586.66,1405.07,553.49,2388.06,47.47,521.88,2388.08,8.4305,391,38.9,23.3715,129,0,51
35,53,642.53,1583.73,1403.69,552.88,2388.05,47.27,522.09,2388.05,8.4264,392,38.84,23.3517,128,0,52
35,54,642.36,1596.41,1406.94,553.56,2388.02,47.55,521.7,2388.02,8.4126,392,38.82,23.3169,127,0,53
35,55,642.94,1581.86,1410.96,553.74,2388.08,47.45,521.71,2388.1,8.3787,392,38.89,23.2523,126,0,54
35,56,642.05,1586.7,1406.67,554.47,2388.11,47.38,521.8,2388.07,8.3971,392,38.87,23.2997,125,0,55
35,57,642.1,1587.87,1398.25,554.47,2388.07,47.33,521.83,2388.07,8.4383,393,38.8,23.4227,124,0,56
35,58,642.27,1592.66,1404.54,554.24,2388.09,47.41,521.3,2388.14,8.4158,392,39.18,23.1574,123,0,57
35,59,642.61,1586.78,1401.55,552.8,2388.11,47.56,521.97,2388.11,8.4377,392,38.89,23.2869,122,0,58
35,60,642.73,1587.71,1411.19,554.16,2388.13,47.29,521.5,2388.04,8.4481,392,38.96,23.3203,121,0,59
35,61,642.3,1585.95,1401.61,552.97,2388.07,47.5,522.28,2388.12,8.436,392,38.81,23.3766,120,0,60
35,62,642.42,1586.17,1410.88,552.71,2388.06,47.54,521.83,2388.1,8.3987,392,38.81,23.2741,119,0,61
35,63,642.34,1581.5,1411.81,553.12,2388.11,47.35,521.82,2388.08,8.4005,392,38.77,23.342,118,0,62
35,64,642.82,1586.82,1405.52,554.3,2388.11,47.56,522.12,2388.09,8.4115,393,39.0,23.2286,117,0,63
35,65,642.19,1584.95,1397.87,553.81,2388.03,47.44,522.24,2388.04,8.4506,394,38.87,23.2646,116,0,64
35,66,642.48,1581.56,1402.14,553.44,2388.1,47.43,522.09,2388.13,8.4741,392,38.84,23.3377,115,0,65
35,67,642.33,1592.88,1403.69,553.49,2388.13,47.38,521.64,2388.06,8.4278,392,38.81,23.37,114,0,66
35,68,642.24,1582.44,1409.7,553.48,2388.11,47.53,521.42,2388.07,8.4082,392,38.92,23.3569,113,0,67
35,69,642.3,1586.31,1405.71,553.24,2388.05,47.47,521.74,2388.06,8.4302,392,38.81,23.4189,112,0,68
35,70,642.1,1585.79,1402.95,554.18,2388.0,47.41,521.93,2388.11,8.4135,392,38.93,23.4091,111,0,69
35,71,642.67,1585.24,1405.13,553.54,2388.09,47.57,521.3,2388.09,8.4204,392,38.86,23.3908,110,0,70
35,72,642.74,1594.35,1401.82,552.77,2388.07,47.52,521.78,2388.08,8.4548,392,38.74,23.2168,109,0,71
35,73,642.31,1588.56,1395.83,553.5,2388.02,47.43,521.54,2388.08,8.4799,393,38.87,23.3282,108,0,72
35,74,643.04,1580.01,1407.71,553.85,2388.06,47.55,521.58,2388.06,8.422,392,38.81,23.3196,107,0,73
35,75,642.32,1588.85,1402.76,553.53,2388.08,47.46,521.77,2388.07,8.4093,393,38.78,23.2428,106,0,74
35,76,642.52,1588.55,1405.47,553.64,2388.07,47.58,521.55,2388.06,8.4177,392,39.01,23.259,105,0,75
35,77,642.18,1582.22,1405.7,552.98,2388.11,47.25,521.61,2388.02,8.4682,392,38.9,23.3013,104,0,76
35,78,642.68,1588.81,1406.56,553.71,2388.05,47.35,521.65,2388.1,8.4178,393,38.85,23.3028,103,0,77
35,79,641.76,1585.87,1401.39,553.75,2388.09,47.41,521.38,2388.06,8.4294,394,38.91,23.3813,102,0,78
35,80,642.5,1587.97,1408.67,554.66,2388.04,47.42,521.52,2388.06,8.4034,391,39.01,23.3142,101,0,79
35,81,642.71,1589.41,1412.58,553.29,2388.08,47.58,521.89,2388.08,8.4137,395,38.73,23.2422,100,0,80
35,82,642.71,1597.33,1407.31,553.43,2388.08,47.52,521.37,2388.11,8.4152,392,38.78,23.3481,99,0,81
35,83,643.11,1588.02,1405.73,552.98,2388.13,47.44,521.4,2388.06,8.4415,393,38.82,23.3133,98,0,82
35,84,642.54,1587.47,1414.92,553.49,2388.09,47.6,521.73,2388.11,8.4636,393,38.93,23.4023,97,0,83
35,85,642.35,1590.7,1409.13,553.39,2388.06,47.31,521.94,2388.13,8.4237,394,38.76,23.3153,96,0,84
35,86,642.45,1585.11,1404.45,553.46,2388.05,47.49,521.42,2388.05,8.3904,393,38.73,23.288,95,0,85
35,87,642.06,1583.98,1407.81,553.24,2388.11,47.47,521.75,2388.09,8.4117,392,38.9,23.4093,94,0,86
35,88,642.4,1591.96,1403.93,553.7,2388.06,47.32,521.27,2388.08,8.4422,392,38.98,23.2711,93,0,87
35,89,643.03,1581.49,1406.63,553.14,2388.0,47.51,521.71,2388.11,8.4518,393,38.95,23.3454,92,0,88
35,90,642.38,1587.22,1405.56,553.56,2388.08,47.26,521.7,2388.09,8.4337,394,38.67,23.3205,91,0,89
35,91,642.23,1587.53,1406.15,553.74,2388.11,47.5,521.95,2388.09,8.3853,393,38.8,23.1624,90,0,90
35,92,642.6,1590.32,1410.63,553.04,2388.11,47.4,521.58,2388.09,8.4359,394,38.89,23.3002,89,0,91
35,93,642.33,1592.67,1403.33,553.18,2388.13,47.26,521.82,2388.07,8.4641,394,38.95,23.376,88,0,92
35,94,643.06,1590.49,1408.64,553.25,2388.1,47.37,521.47,2388.06,8.4118,392,38.85,23.2697,87,0,93
35,95,643.29,1587.1,1403.14,553.46,2388.11,47.41,521.28,2388.16,8.4458,394,38.99,23.2576,86,0,94
35,96,642.6,1593.3,1405.67,553.69,2388.07,47.62,521.24,2388.07,8.4442,392,38.81,23.3846,85,0,95
35,97,642.19,1589.82,1405.18,553.52,2388.09,47.48,521.48,2388.13,8.4546,391,38.92,23.2866,84,0,96
35,98,642.36,1582.83,1410.88,553.56,2388.07,47.57,521.26,2388.06,8.442,393,38.69,23.3015,83,0,97
35,99,642.56,1585.05,1404.62,553.13,2388.13,47.41,521.66,2388.08,8.4198,394,38.87,23.2423,82,0,98
35,100,642.61,1591.29,1399.15,553.93,2388.06,47.48,522.03,2388.04,8.4751,393,38.81,23.3442,81,0,99
35,101,642.11,1591.82,1406.24,553.33,2388.13,47.4,521.67,2388.13,8.4608,392,38.77,23.2909,80,0,100
35,102,642.35,1587.83,1410.7,554.28,2388.07,47.62,521.58,2388.07,8.4376,393,38.82,23.3365,79,0,101
35,103,642.78,1590.68,1405.02,553.75,2388.06,47.56,521.77,2388.11,8.4471,392,38.78,23.2918,78,0,102
35,104,642.15,1594.16,1412.4,552.83,2388.13,47.51,521.25,2388.1,8.4978,393,38.77,23.2568,77,0,103
35,105,642.74,1593.23,1410.79,553.34,2388.1,47.58,521.04,2388.06,8.4361,393,38.96,23.2225,76,0,104
35,106,643.09,1592.15,1405.52,553.08,2388.06,47.54,521.06,2388.12,8.4437,394,38.65,23.3943,75,0,105
35,107,642.89,1587.93,1405.19,553.3,2388.04,47.43,521.04,2388.1,8.4395,392,38.76,23.3245,74,0,106
35,108,642.58,1593.26,1406.36,553.23,2388.05,47.59,521.85,2388.09,8.4482,392,38.83,23.3348,73,0,107
35,109,642.44,1590.97,1400.32,553.36,2388.11,47.61,521.57,2388.1,8.4129,393,38.91,23.148,72,0,108
35,110,642.59,1595.59,1409.49,554.09,2388.08,47.45,521.53,2388.11,8.4616,394,38.78,23.2561,71,0,109
35,111,642.56,1590.82,1410.95,553.36,2388.09,47.61,521.66,2388.07,8.4432,394,38.88,23.2846,70,0,110
35,112,642.85,1592.73,1411.98,553.4,2388.1,47.62,521.28,2388.07,8.4413,391,38.69,23.3392,69,0,111
35,113,642.85,1593.61,1412.91,553.5,2388.11,47.61,520.82,2388.11,8.4493,394,38.84,23.3414,68,0,112
35,114,642.54,1588.82,1409.88,553.21,2388.11,47.45,521.68,2388.1,8.4101,393,38.94,23.3297,67,0,113
35,115,642.29,1587.27,1406.42,553.1,2388.14,47.57,521.45,2388.13,8.4419,392,38.57,23.1732,66,0,114
35,116,642.9,1589.5,1407.49,553.39,2388.07,47.44,521.62,2388.1,8.4492,394,38.84,23.1775,65,0,115
35,117,643.01,1585.09,1413.76,553.03,2388.1,47.45,521.22,2388.12,8.4632,394,38.72,23.2126,64,0,116
35,118,642.25,1590.1,1408.74,553.83,2388.03,47.58,520.83,2388.1,8.4187,393,38.79,23.3917,63,0,117
35,119,643.45,1590.2,1404.73,553.93,2388.08,47.48,520.91,2388.09,8.4736,394,38.84,23.3682,62,0,118
35,120,643.14,1595.06,1410.27,553.29,2388.05,47.66,521.16,2388.12,8.4461,395,38.79,23.3532,61,0,119
35,121,642.74,1596.19,1403.25,552.99,2388.07,47.63,520.94,2388.14,8.4454,393,38.88,23.2247,60,0,120
35,122,643.07,1587.8,1405.27,553.0,2388.06,47.68,521.32,2388.07,8.4642,393,38.62,23.2766,59,0,121
35,123,642.88,1595.21,1413.36,554.0,2388.07,47.49,521.61,2388.12,8.4035,394,38.66,23.3297,58,0,122
35,124,642.31,1589.4,1413.34,553.16,2388.14,47.6,521.03,2388.12,8.466,394,38.82,23.3232,57,0,123
